assembly_fullID_updated,Y1000+_ID,NEW_Tip_ID,Order,Species,Strain_Sequenced,NRRL,CBS,Other,CTH,Total_length,Number_contigs,GC,N50,Ns_per_100_kbp,#_BUSCOs,Complete,Single,Duplicated,Fragmented,Missing,Type strain,Type Species,Y1000+ Project,Genome_Acc,Reads_Acc,Citation Number Reference,Reference,Citation number for Related Pub,Related_Prior_Pub
yHMPu5000040937_metschnikowia_proteae_201018,yHMPu5000040937,Metschnikowia_proteae,Serinales,Metschnikowia proteae,NRRL Y-48784,NRRL Y-48784,CBS 12522,JN935033,NA,12315589,752,48.68,98557,39.04,2110,98.74%,98.64%,0.09%,0.75%,0.51%,Yes,No,Yes,JAKTZP000000000,SRR16988894,,New Y1000+,160,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10."
yHMPu5000040935_metschnikowia_shivogae_201018,yHMPu5000040935,Metschnikowia_shivogae,Serinales,Metschnikowia shivogae,NRRL Y-27924T,NRRL Y-27924T,CBS 10292,DQ266431,NA,10674524,225,49.99,160984,13.04,2105,98.50%,98.36%,0.14%,0.66%,0.84%,Yes,No,Yes,JAKTZQ000000000,SRR16988895,,New Y1000+,160,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10."
yHMPu5000034937_kuraishia_capsulata_160519,yHMPu5000034937,Kuraishia_capsulata,Pichiales,Kuraishia capsulata,NRRL Y-1842,NRRL Y-1842,CBS 1993,NA,NA,11385076,47,45.64,1271446,5.66,2107,98.60%,98.46%,0.14%,0.84%,0.56%,Yes,Yes,Yes,JAJLSJ000000000,SRR16974440,,New Y1000+,174,"Morales L, et al. Complete DNA sequence of Kuraishia capsulata illustrates novel genomic features among budding yeasts (Saccharomycotina). Genome Biol Evol. 2013;5(12):2524–39. "
yHMPu5000037922_ascoidea_rubescens_170210,yHMPu5000037922,Ascoidea_rubescens,Ascoideales,Ascoidea rubescens,NRRL Y-17699,NRRL Y-17699,CBS 116.35,NA,NA,17959640,470,32.94,277171,12.81,2046,95.74%,93.68%,2.06%,1.36%,2.90%,Authentic,Yes,Yes,JAJLZK000000000,SRR16988671,,New Y1000+,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016)."
yHMPu5000034925_candida_arabinofermentans_160519,yHMPu5000034925,Candida_arabinofermentans,Pichiales,Candida arabinofermentans,NRRL YB-2248,NRRL YB-2248,CBS 8468,NA,NA,13432829,336,34.78,254397,12.66,2095,98.03%,97.89%,0.14%,1.17%,0.80%,Yes,No,Yes,JAJLSP000000000,SRR16974452,,New Y1000+,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016)."
yHMPu5000034743_lipomyces_starkeyi_190924,yHMPu5000034743,Lipomyces_starkeyi,Lipomycetales,Lipomyces starkeyi,NRRL Y-11557,NRRL Y-11557,CBS 1807,NA,NA,20264430,1049,46.92,84374,7.61,1701,79.60%,78.90%,0.70%,9.83%,10.58%,Yes,Yes,Yes,JAKTPT000000000,SRR16974728,,New Y1000+,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016)."
yHMPu5000034592_metschnikowia_bicuspidata_var_bicuspidata_180604,yHMPu5000034592,Metschnikowia_bicuspidata_var._bicuspidata,Serinales,Metschnikowia bicuspidata var. bicuspidata,NRRL YB-4993,NRRL YB-4993,CBS 5575,NA,NA,15744680,351,47.67,119064,19.16,2108,98.64%,98.41%,0.23%,0.70%,0.66%,Yes,Yes,Yes,JAJLWB000000000,SRR16974731,,New Y1000+,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016)."
yHMPu5000035669_pachysolen_tannophilus_160613,yHMPu5000035669,Pachysolen_tannophilus,Alaninales,Pachysolen tannophilus,NRRL Y-2460,NRRL Y-2460,CBS 4044,NA,NA,12269084,337,29.87,110654,193.98,2093,97.94%,97.33%,0.61%,1.45%,0.61%,Yes,Yes,Yes,JAJMDP000000000,SRR16988931,,New Y1000+,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016)."
yHMPu5000035661_pichia_membranifaciens_160519,yHMPu5000035661,Pichia_membranifaciens,Pichiales,Pichia membranifaciens,NRRL Y-2026,NRRL Y-2026,CBS 107,NA,NA,11381875,193,45.12,161193,0,2063,96.54%,96.21%,0.33%,1.54%,1.92%,Yes,Yes,Yes,JAJMDU000000000,SRR16988940,,New Y1000+,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016)."
yHMPu5000035010_candida_tanzawaensis_190924,yHMPu5000035010,Suhomyces_tanzawaensis,Serinales,Suhomyces tanzawaensis,NRRL Y-17324,NRRL Y-17324,CBS 7422,NA,NA,15214751,3140,45.69,197905,0.26,2122,99.30%,99.11%,0.19%,0.28%,0.42%,Yes,Yes,Yes,JAKVQT000000000,SRR16974319,,New Y1000+,179,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016)."
yHMPu5000034693_Lachancea_lanzarotensis_SPADES,yHMPu5000034693,Lachancea_lanzarotensis,Saccharomycetales,Lachancea lanzarotensis,CBS 12615,NA,CBS 12615,NA,NA,11336460,348,44.27,253225,4.78,2126,99.49%,99.30%,0.19%,0.19%,0.33%,Yes,No,Yes,JAKTQG000000000,SRR16974295,,New Y1000+,179,"Sarilar V, et al. Draft Genome Sequence of Lachancea lanzarotensis CBS 12615T, an Ascomycetous Yeast Isolated from Grapes. Genome Announc. 2015;3(2). "
yHMPu5000034869_vanderwaltozyma_polyspora_180604,yHMPu5000034869,Vanderwaltozyma_polyspora,Saccharomycetales,Vanderwaltozyma polyspora,NRRL Y-8283,NRRL Y-8283,CBS 2163,NA,NA,14226637,396,32.7,187444,8.17,2114,98.92%,95.04%,3.88%,0.70%,0.37%,Yes,Yes,Yes,JAKTPL000000000,SRR16974700,,New Y1000+,181,"Scannell DR, et al. Independent sorting-out of thousands of duplicated gene pairs in two yeast species descended from a whole-genome duplication. Proc. Natl. Acad. Sci. U.S.A. 104, 8397–8402 (2007)."
yHMPu5000035638_wickerhamiella_domercqiae_160519,yHMPu5000035638,Wickerhamiella_domercqiae,Dipodascales,Wickerhamiella domercqiae,NRRL Y-6692,NRRL Y-6692,CBS 4351,NA,NA,8401039,44,48.91,590690,2.34,1715,80.25%,79.88%,0.37%,6.08%,13.66%,Yes,Yes,Yes,GCA_004125175.1,SRR5938400,93,"Kominek J, et al. Eukaryotic Acquisition of a Bacterial Operon. Cell. 2019 Mar 7;176(6):1356-1366.e10. doi: 10.1016/j.cell.2019.01.034. Epub 2019 Feb 21. PMID: 30799038; PMCID: PMC7295392.",28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034654_aciculoconidium_aculeatum_180604,yHMPu5000034654,Aciculoconidium_aculeatum,Serinales,Aciculoconidium aculeatum,NRRL YB-4298,NRRL YB-4298,CBS 5578,NA,NA,17953756,515,37.91,260810,5.64,2110,98.74%,98.36%,0.37%,0.47%,0.80%,Yes,Yes,Yes,JAKTQU000000000,SRR16974363,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035038_ambrosiozyma_kashinagacola_160519,yHMPu5000035038,Ambrosiozyma_kashinagicola,Pichiales,Ambrosiozyma kashinagicola,NRRL Y-63631,NRRL Y-63631,CBS 10903,NA,NA,12343331,243,36.32,210268,0.81,2099,98.22%,97.89%,0.33%,0.61%,1.17%,Yes,No,Yes,JAKTXE000000000,SRR16974650,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000026279_Ambrosiozyma_monospora_SPADES,yHMPu5000026279,Ambrosiozyma_monospora,Pichiales,Ambrosiozyma monospora,NRRL Y-1484,NRRL Y-1484,CBS 2554,NA,NA,24709202,2058,37.98,54914,93.9,2082,97.43%,96.21%,1.22%,0.84%,1.73%,Yes,Yes,Yes,JAKTRZ000000000,SRR16974506,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000037921_ascoidea_asiatica_201018,yHMPu5000037921,Ascoidea_asiatica,Ascoideales,Ascoidea asiatica,NRRL Y-17632,NRRL Y-17632,CBS 377.68,NA,NA,19915357,929,25.24,124618,12.58,1977,92.51%,90.41%,2.11%,1.59%,5.90%,Yes,No,Yes,JAJLZL000000000,SRR16988672,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035048_Barnettozyma_salicaria_SPADES,yHMPu5000035048,Barnettozyma_salicaria,Phaffomycetales,Barnettozyma salicaria,NRRL Y-6780,NRRL Y-6780,CBS 5456,NA,NA,10435495,73,38.52,647458,4.24,2110,98.74%,98.69%,0.05%,0.56%,0.70%,Yes,No,Yes,PPMB00000000,SRR16974612,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034673_blastobotrys_nivea_190924,yHMPu5000034673,Blastobotrys_niveus,Dipodascales,Blastobotrys niveus,NRRL Y-17581,NRRL Y-17581,CBS 163.67,NA,NA,16974375,1459,43.62,24219,313.25,1895,88.68%,87.88%,0.80%,5.66%,5.66%,Yes,Yes,Yes,JAKTQM000000000,SRR16974314,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034669_Blastobotrys_raffinofermentans_SPAdes,yHMPu5000034669,Blastobotrys_raffinosifermentans,Dipodascales,Blastobotrys raffinosifermentans,NRRL Y-27150,NRRL Y-27150,CBS 6800,NA,NA,12020469,141,48.3,180140,1.7,2027,94.85%,94.43%,0.42%,1.97%,3.18%,Yes,No,Yes,PPJH00000000,SRR16974346,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2,yHMPu5000034655,Botryozyma_nematodophila,Trigonopsidales,Botryozyma nematodophila,NRRL Y-17705,NRRL Y-17705,CBS 7426,NA,NA,17502982,2720,27.76,16378,462.9,1590,74.40%,74.03%,0.37%,8.24%,17.36%,Yes,Yes,Yes,JAKTQT000000000,SRR16974362,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041855_candida_ascalaphidarum_170307,yHMPu5000041855,Candida_ascalaphidarum,Serinales,Candida ascalaphidarum,NRRL Y-27908,NRRL Y-27908,CBS 10156,NA,NA,10397081,54,54.06,549146,0.89,2114,98.92%,98.83%,0.09%,0.56%,0.51%,Yes,No,Yes,JAKTYC000000000,SRR16989040,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034990_Candida_corydali_SPADES,yHMPu5000034990,Candida_corydali,Serinales,Candida corydali,NRRL Y-27910,NRRL Y-27910,CBS 10158,NA,NA,11027344,62,34.1,417796,5.33,2115,98.97%,98.83%,0.14%,0.56%,0.47%,Yes,No,Yes,PPLL00000000,SRR16974339,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041862_candida_golubevii_170307,yHMPu5000041862,Candida_golubevii,Serinales,Candida golubevii,NRRL Y-48707,NRRL Y-48707,CBS 11362,NA,NA,14644129,257,45.2,165569,53.26,2116,99.02%,98.92%,0.09%,0.37%,0.61%,Yes,No,Yes,JAJMGV000000000,SRR16989033,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034987_candida_intermedia_160519,yHMPu5000034987,Candida_intermedia,Serinales,Candida intermedia,NRRL Y-981,NRRL Y-981,CBS 572,NA,NA,13052811,83,43.47,1018370,7.66,2127,99.53%,99.49%,0.05%,0.19%,0.28%,Yes,No,Yes,JAJMGR000000000,SRR16974342,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035261_candida_ponderosae_170307,yHMPu5000035261,Candida_ponderosae,Phaffomycetales,Candida ponderosae,NRRL YB-2307,NRRL YB-2307,CBS 8801,NA,NA,14035791,465,35.61,189264,6.69,2094,97.99%,97.47%,0.51%,0.51%,1.50%,Yes,No,Yes,JAKTWV000000000,SRR16974591,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034643_Candida_schatavii_SPAdes,yHMPu5000034643,Candida_schatavii,Serinales,Candida schatavii,NRRL Y-17078,NRRL Y-17078,CBS 6452,NA,NA,13290650,111,46.55,310970,7.38,2125,99.44%,99.34%,0.09%,0.19%,0.37%,Yes,No,Yes,PPIY00000000,SRR16974567,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041833_candida_tammaniensis_170307,yHMPu5000041833,Candida_tammaniensis,Serinales,Candida tammaniensis,NRRL Y-8257,NRRL Y-8257,CBS 8504,NA,NA,10740327,51,33.5,917611,2.63,2112,98.83%,98.55%,0.28%,0.37%,0.80%,Yes,No,Yes,JAJMHK000000000,SRR16989059,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2,yHMPu5000034998,Cephaloascus_albidus,Serinales,Cephaloascus albidus,NRRL Y-7343,NRRL Y-7343,CBS 389.77,NA,NA,15435977,551,34.64,93950,9.72,2104,98.46%,98.08%,0.37%,0.70%,0.84%,Yes,No,Yes,JAJMGN000000000,SRR16974330,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2,yHMPu5000034950,Citeromyces_hawaiiensis,Pichiales,Citeromyces hawaiiensis,NRRL Y-11581,NRRL Y-11581,CBS 12303,NA,NA,16325508,935,43.85,53957,9.8,2065,96.63%,96.35%,0.28%,2.01%,1.36%,Yes,No,Yes,JAJLSF000000000,SRR16974430,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035325_cyberlindnera_petersonii_180604,yHMPu5000035325,Cyberlindnera_petersonii,Phaffomycetales,Cyberlindnera petersonii,NRRL YB-3808,NRRL YB-3808,CBS 5555,NA,NA,11631046,193,43.48,429373,8.12,2114,98.92%,98.69%,0.23%,0.61%,0.47%,Yes,No,Yes,JAJMEM000000000,SRR16989173,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035686_Cyberlindnera_saturnus_SPADES,yHMPu5000035686,Cyberlindnera_saturnus,Phaffomycetales,Cyberlindnera saturnus,NRRL Y-17396,NRRL Y-17396,CBS 254,NA,NA,12742164,224,42.89,300147,10.3,2114,98.92%,98.50%,0.42%,0.61%,0.47%,Yes,No,Yes,PPNR00000000,SRR16988886,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035688_Cyberlindnera_xylosilytica_SPADES,yHMPu5000035688,Cyberlindnera_xylosilytica,Phaffomycetales,Cyberlindnera xylosilytica,NRRL YB-2097,NRRL YB-2097,CBS 13984,NA,NA,13306283,185,49.69,174336,6.23,2114,98.92%,98.60%,0.33%,0.61%,0.47%,Yes,No,Yes,PPNT00000000,SRR16988884,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041829_debaryomyces_fabryi_180604,yHMPu5000041829,Debaryomyces_fabryi,Serinales,Debaryomyces fabryi,NRRL Y-17914,NRRL Y-17914,CBS 789,NA,NA,11912606,257,35.67,870999,1.59,2131,99.72%,99.39%,0.33%,0.05%,0.23%,Yes,No,Yes,JAKTYI000000000,SRR16989089,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041713_debaryomyces_maramus_170307,yHMPu5000041713,Debaryomyces_marama,Serinales,Debaryomyces marama,NRRL Y-2171,NRRL Y-2171,CBS 1958,NA,NA,11000421,65,37.27,1354846,0.76,2131,99.72%,99.49%,0.23%,0.09%,0.19%,Yes,No,Yes,JAJMIL000000000,SRR16988841,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041693_debaryomyces_nepalensis_170307,yHMPu5000041693,Debaryomyces_nepalensis,Serinales,Debaryomyces nepalensis,NRRL Y-7108,NRRL Y-7108,CBS 5921,NA,NA,11403703,67,36.9,855440,0.36,2133,99.81%,99.67%,0.14%,0.05%,0.14%,Yes,No,Yes,JAJMIM000000000,SRR16988843,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041678_debaryomyces_prosopidis_170307,yHMPu5000041678,Debaryomyces_prosopidis,Serinales,Debaryomyces prosopidis,NRRL Y-27369,NRRL Y-27369,CBS 8450,NA,NA,12050930,123,35.71,578125,12.98,2129,99.63%,99.44%,0.19%,0.09%,0.28%,Yes,No,Yes,JAKTZG000000000,SRR16988845,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034660_diddensiella_caesifluorescens_180604,yHMPu5000034660,Diddensiella_caesifluorescens,Dipodascales,Diddensiella caesifluorescens,NRRL Y-48781,NRRL Y-48781,CBS 12613,NA,NA,11938270,204,44.66,904771,23.4,2026,94.81%,94.34%,0.47%,2.53%,2.67%,Yes,Yes,Yes,JAKTQR000000000,SRR16974356,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034661_dipodascus_albidus_180604,yHMPu5000034661,Dipodascus_albidus,Dipodascales,Dipodascus albidus,NRRL Y-12859,NRRL Y-12859,CBS 766.85,NA,NA,16099912,200,35.87,211655,4.42,1982,92.75%,86.29%,6.46%,2.62%,4.63%,Yes,Yes,Yes,JAKTQQ000000000,SRR16974355,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000041822_dipodascus_geniculatus_170307,yHMPu5000041822,Dipodascus_geniculatus,Dipodascales,Dipodascus geniculatus,NRRL Y-17628,NRRL Y-17628,CBS 184.80,NA,NA,15150603,148,41.14,254063,51.48,1967,92.04%,85.82%,6.22%,3.28%,4.68%,Yes,No,Yes,JAJMHM000000000,SRR16989094,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035684_kloeckera_hatyaiensis_160519.haplomerger2,yHMPu5000035684,Hanseniaspora_hatyaiensis,Saccharomycodales,Hanseniaspora hatyaiensis,ZIM 2327,NA,NA,"ZIM 2327, ST-476",NA,9643601,259,36.43,123903,46.66,1690,79.08%,78.99%,0.09%,2.99%,17.92%,Yes,No,Yes,JAJMDM000000000,SRR16988889,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000034957_Hanseniaspora_osmophila_SPADES,yHMPu5000034957,Hanseniaspora_osmophila,Saccharomycodales,Hanseniaspora osmophila,NRRL Y-1613,NRRL Y-1613,CBS 313,NA,NA,11290288,461,37.06,52680,33.18,2070,96.86%,96.72%,0.14%,0.70%,2.43%,Yes,No,Yes,PPLC00000000,SRR16974424,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035318_hyphopichia_heimii_180604,yHMPu5000035318,Hyphopichia_heimii,Serinales,Hyphopichia heimii,NRRL Y-7502,NRRL Y-7502,CBS 6139,NA,NA,13190831,702,40.36,141924,2.95,2126,99.49%,98.92%,0.56%,0.28%,0.23%,Yes,No,Yes,JANIVW000000000,SRR16988651,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHMPu5000035316_candida_homilentoma_180604,yHMPu5000035316,Hyphopichia_homilentoma,Serinales,Hyphopichia homilentoma,NRRL Y-10941,NRRL Y-10941,CBS 6312,NA,NA,12240534,303,49.41,125588,1.08,2119,99.16%,98.69%,0.47%,0.56%,0.28%,Yes,No,Yes,JAKTWA000000000,SRR16988673,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHAB159_kazachstania_solicola_160519.haplomerger2,yHAB159,Kazachstania_solicola,Saccharomycetales,Kazachstania solicola,NRRL Y-27207,NRRL Y-27207,CBS 6904,NA,yHAB159,12230477,328,35.72,128047,293.87,2091,97.85%,96.40%,1.45%,0.89%,1.26%,Yes,No,Yes,JAJLXY000000000,SRR16974286,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
yHAB158_kazachstania_viticola_160519.haplomerger2,yHAB158,Kazachstania_viticola,Saccharomycetales,Kazachstania viticola,NRRL Y-27206,NRRL Y-27206,CBS 6463,NA,yHAB158,11287212,288,32.69,101928,18.93,2087,97.66%,96.16%,1.50%,0.33%,2.01%,Yes,Yes,Yes,JAJLXZ000000000,SRR16974297,,New Y1000+,28,"Shen XX, et al. Tempo and Mode of Genome Evolution in the Budding Yeast Subphylum. Cell. 2018 Nov 29;175(6):1533-1545.e20. doi: 10.1016/j.cell.2018.10.023. Epub 2018 Nov 8. PMID: 30415838; PMCID: PMC6291210."
